"","id","Staande.lengte","Zittende.lengte","Lengte.bovenlichaam","Gewicht","Maturity.Offset","Balance.Beam.6cm","Balance.Beam.4.5cm","Balance.Beam.3cm","Balance.beam.totaal","Zijwaarts.springen.1","Zijwaarts.springen.2","Zijwaarts.springen.totaal","Zijwaarts.verplaatsen.1","Zijwaarts.verplaatsen.2","Zijwaarts.verplaatsen.totaal","Oog.hand.coordinatie.1","Oog.hand.coordinatie.2","Oog.hand.coordinatie.Totaal","X10.meter.sprint.1","X10.meter.sprint.2","X10.meter.sprint.beste","X20.meter.sprint.1","X20.meter.sprint.2","X20.meter.sprint.beste","X30.meter.sprint.1","X30.meter.sprint.2","X30.meter.sprint.beste","CoD.links.1","CoD.links.2","CoD.links.beste","CoD.rechts.1","CoD.rechts.2","CoD.rechts.beste","Vertesprong.1","Vertesprong.2","Vertesprong.beste","team_id","reeks_id","team_naam","geboortedatum"
"199",309,185.5,143.9,98.9,74.6,NA,19,16,11,46,53,54,107,26,30,56,42,47,89,1.97,2.05,1.97,3.41,3.43,3.41,4.75,4.71,4.71,8.52,8.63,8.52,8.42,8.36,8.36,2.1,2.18,2.18,5,1,"Onder 17","2005-01"
"200",310,180.2,139.2,94.2,75.6,NA,19,20,9,48,54,54,108,25,30,55,51,41,92,1.78,1.82,1.78,3.02,3.06,3.02,4.18,4.19,4.18,7.77,7.77,7.77,7.84,7.5,7.5,2.42,2.32,2.42,5,1,"Onder 17","2005-01"
"201",311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"Onder 17","2005-01"
"202",312,179.4,143,98,64.7,NA,16,12,10,38,44,52,96,31,37,68,39,41,80,1.9,1.91,1.9,3.21,3.2,3.2,4.42,4.38,4.38,8.32,8.34,8.32,8.51,8.27,8.27,2.03,2.09,2.09,5,1,"Onder 17","2005-01"
"203",1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"Onder 17","2005-01"
"204",1695,173.6,131.6,91.7,72.2,NA,16,22,9,47,64,62,126,35,41,76,36,38,74,1.94,1.97,1.94,3.29,3.3,3.29,4.54,4.53,4.53,9.13,8.59,8.59,8.73,8.99,8.73,1.69,1.82,1.82,5,1,"Onder 17","2005-01"
"205",1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"Onder 17","2005-01"
"206",1823,183.4,138.5,96.4,73.9,NA,24,21,12,57,47,57,104,30,42,72,34,40,74,1.85,1.78,1.78,3.05,3.04,3.04,4.2,4.21,4.2,7.65,7.73,7.65,7.76,7.8,7.76,2.5,2.43,2.5,5,1,"Onder 17","2005-01"
"207",1824,179,136.1,94,69.8,NA,24,22,9,55,50,48,98,30,32,62,39,37,76,1.78,1.92,1.78,3.09,3.18,3.09,4.39,4.42,4.39,8.24,8.18,8.18,8.35,8.22,8.22,2.03,2.13,2.13,5,1,"Onder 17","2005-01"
"208",1825,174.7,132.4,90.3,63.8,NA,24,24,12,60,54,52,106,30,38,68,35,33,68,1.71,1.89,1.71,3.03,3.15,3.03,4.26,4.38,4.26,8.18,8.02,8.02,8.19,8.07,8.07,2.17,2.29,2.29,5,1,"Onder 17","2005-01"
"209",1826,175.7,134.1,92,67.7,NA,19,18,7,44,57,59,116,30,36,66,30,28,58,1.75,1.77,1.75,2.98,2.94,2.94,4.14,4.11,4.11,8.31,8.03,8.03,8.2,8.12,8.12,2.19,2.21,2.21,5,1,"Onder 17","2005-01"
"210",1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"Onder 17","2005-01"
"211",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2005-01"
"212",1954,193,137.5,96.1,80.7,NA,13,19,16,48,58,58,116,22,18,40,30,30,60,1.81,1.68,1.68,3.04,2.9,2.9,4.26,4.1,4.1,8.56,8.51,8.51,8.34,8.3,8.3,2.11,2.15,2.15,6,1,"Onder 18","2005-01"
"213",1955,179.4,136.4,95,62.6,NA,24,21,15,60,58,52,110,28,34,62,32,40,72,1.82,1.74,1.74,3.14,3.05,3.05,4.38,4.31,4.31,8.04,7.81,7.81,8.35,8.05,8.05,2.12,2.3,2.3,6,1,"Onder 18","2005-01"
"214",1956,181.5,132.4,91,71.6,NA,24,24,6,54,62,67,129,32,38,70,NA,44,44,1.89,1.99,1.89,3.19,3.29,3.19,4.41,4.52,4.41,7.87,7.85,7.85,8.01,7.8,7.8,2.41,2.45,2.45,6,1,"Onder 18","2005-01"
"215",1957,181.2,136.4,95,76.9,NA,24,24,24,72,52,52,104,30,38,68,32,35,67,1.63,1.78,1.63,2.81,2.91,2.81,3.86,4.02,3.86,7.25,7.3,7.25,7.81,7.53,7.53,2.6,2.68,2.68,6,1,"Onder 18","2005-01"
"216",2289,175,132.5,89.9,62.6,NA,15,24,17,56,55,54,109,37,36,73,38,37,75,1.85,1.85,1.85,3.17,3.17,3.17,4.43,4.43,4.43,7.75,7.72,7.72,7.6,7.51,7.51,2.12,2.26,2.26,6,1,"Onder 18","2005-01"
"217",2290,177.5,132.5,89.9,65.2,NA,24,20,11,55,52,50,102,36,38,74,35,34,69,1.62,1.7,1.62,2.86,2.96,2.86,4.05,4.12,4.05,7.86,7.57,7.57,7.68,7.52,7.52,2.07,2.15,2.15,6,1,"Onder 18","2005-01"
"218",306,178.4,137.1,92.1,59.1,NA,24,14,3,41,56,60,116,28,38,66,40,43,83,1.92,1.89,1.89,3.28,3.12,3.12,4.47,4.33,4.33,8.5,8.33,8.33,8.23,8.19,8.19,2.02,2.11,2.11,5,1,"Onder 17","2005-02"
"219",307,176.1,134.3,89.3,72,NA,17,20,11,48,48,50,98,27,32,59,30,35,65,1.79,1.85,1.79,3.02,3.02,3.02,4.13,4.17,4.13,7.85,7.81,7.81,8.01,8,8,2.24,2.26,2.26,5,1,"Onder 17","2005-02"
"220",308,165.9,130.9,85.9,47.7,NA,24,23,13,60,54,59,113,24,24,48,38,37,75,1.93,1.93,1.93,3.34,3.3,3.3,4.67,4.62,4.62,8.28,8.12,8.12,8.08,8.04,8.04,1.9,1.5,1.9,5,1,"Onder 17","2005-02"
"221",1691,178.2,130.3,90.4,64.6,NA,24,18,10,52,72,80,152,33,35,68,46,40,86,1.87,1.86,1.86,3.14,3.11,3.11,4.29,4.26,4.26,8.94,9.25,8.94,9.06,9.01,9.01,2,1.78,2,5,1,"Onder 17","2005-02"
"222",1692,171.8,128.3,88.4,72,NA,24,24,24,72,60,68,128,32,34,66,34,36,70,1.96,1.96,1.96,3.38,3.42,3.38,4.65,4.73,4.65,9.45,9.05,9.05,9.38,9.09,9.09,1.74,2.02,2.02,5,1,"Onder 17","2005-02"
"223",1693,171.5,131.3,91.4,71.8,NA,24,24,19,67,62,74,136,33,35,68,34,38,72,1.92,1.96,1.92,3.21,3.25,3.21,4.4,4.43,4.4,9.06,9.13,9.06,9.33,9.2,9.2,1.94,1.9,1.94,5,1,"Onder 17","2005-02"
"224",1821,177,133.4,91.3,66.9,NA,24,21,24,69,48,50,98,30,26,56,35,33,68,1.85,1.79,1.79,3.1,3.07,3.07,4.3,4.35,4.3,7.9,7.84,7.84,7.59,7.79,7.59,2.46,2.53,2.53,5,1,"Onder 17","2005-02"
"225",1952,179.8,135.4,94,70.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,31,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2005-02"
"226",2288,178.5,131,88.4,63.5,NA,21,20,16,57,54,60,114,26,29,55,38,35,73,1.86,1.93,1.86,3.22,3.31,3.22,4.54,4.61,4.54,8.2,7.93,7.93,8.16,8.02,8.02,1.91,1.88,1.91,6,1,"Onder 18","2005-02"
"227",304,179.4,142.1,97.1,73.3,NA,24,24,17,65,52,58,110,29,34,63,53,59,112,1.99,1.83,1.83,3.34,3.2,3.2,4.58,4.41,4.41,8.38,8.35,8.35,8.58,8.29,8.29,2.08,2.22,2.22,5,1,"Onder 17","2005-03"
"228",305,169.2,132.8,87.8,60.4,NA,23,17,8,48,46,50,96,30,36,66,35,44,79,1.82,1.78,1.78,3.06,3.06,3.06,4.22,4.23,4.22,8.25,8.09,8.09,8.02,7.99,7.99,1.98,2,2,5,1,"Onder 17","2005-03"
"229",1689,174.9,130.3,90.4,76.5,NA,19,17,15,51,52,54,106,26,34,60,34,36,70,1.93,1.89,1.89,3.27,3.23,3.23,4.51,4.47,4.47,8.35,8.69,8.35,9.04,8.54,8.54,1.83,1.7,1.83,5,1,"Onder 17","2005-03"
"230",1690,175.5,129.1,89.2,65.3,NA,24,14,15,53,62,64,126,32,33,65,26,38,64,2.21,2,2,3.6,3.43,3.43,4.91,4.76,4.76,9.23,9.44,9.23,9.61,10,9.61,1.57,1.69,1.69,5,1,"Onder 17","2005-03"
"231",1820,183.3,137.2,95.1,71.7,NA,24,15,4,43,52,50,102,32,30,62,34,33,67,1.98,1.78,1.78,3.23,3.02,3.02,4.44,4.22,4.22,8.11,7.97,7.97,8.04,8.08,8.04,1.98,2.03,2.03,5,1,"Onder 17","2005-03"
"232",2286,179,133.5,90.9,68.6,NA,24,24,19,67,60,56,116,33,34,67,32,34,66,1.84,1.88,1.84,3.07,3.11,3.07,4.19,4.24,4.19,7.65,7.4,7.4,7.7,7.75,7.7,2.4,2.51,2.51,6,1,"Onder 18","2005-03"
"233",2287,187,140.5,97.9,70.7,NA,24,21,11,56,54,52,106,36,32,68,34,37,71,1.78,1.9,1.78,3.04,3.21,3.04,4.25,4.41,4.25,7.53,7.69,7.53,7.47,7.83,7.47,2.12,2.22,2.22,6,1,"Onder 18","2005-03"
"234",302,173.9,137,92,56.5,NA,24,21,11,56,54,58,112,34,38,72,21,36,57,1.92,1.86,1.86,3.23,3.2,3.2,4.49,4.44,4.44,8.3,8.02,8.02,8.04,8.06,8.04,2.23,2.26,2.26,5,1,"Onder 17","2005-04"
"235",303,179.6,140.7,95.7,70.2,NA,24,14,12,50,56,54,110,32,32,64,32,42,74,1.84,1.97,1.84,3.15,3.27,3.15,4.41,4.47,4.41,8.2,8.03,8.03,8.18,8.12,8.12,2.13,2.21,2.21,5,1,"Onder 17","2005-04"
"236",1688,172.9,129.5,89.6,65.5,NA,24,23,20,67,62,60,122,34,34,68,36,38,74,2,1.93,1.93,3.33,3.25,3.25,4.52,4.44,4.44,8.44,8.76,8.44,8.86,8.53,8.53,1.8,1.69,1.8,5,1,"Onder 17","2005-04"
"237",1819,175.4,134.7,92.6,58.6,NA,24,21,19,64,58,60,118,28,30,58,32,27,59,1.79,1.94,1.79,3.03,3.18,3.03,4.24,4.35,4.24,7.64,7.51,7.51,7.97,7.71,7.71,2.25,2.22,2.25,5,1,"Onder 17","2005-04"
"238",1951,184.1,135.8,94.4,73.8,NA,22,21,15,58,62,56,118,34,34,68,32,37,69,1.83,1.84,1.83,3.09,3.08,3.08,4.28,4.26,4.26,7.86,7.65,7.65,7.95,8.13,7.95,2.18,2.28,2.28,6,1,"Onder 18","2005-04"
"239",2285,184.5,141,98.4,75.5,NA,24,24,24,72,68,68,136,39,41,80,42,42,84,1.91,2.03,1.91,3.21,3.31,3.21,4.46,4.59,4.46,8.05,8.19,8.05,8.04,8,8,2.53,2.47,2.53,6,1,"Onder 18","2005-04"
"240",299,177.4,136.2,91.2,64.9,NA,20,12,17,49,57,55,112,31,30,61,40,39,79,1.87,1.77,1.77,3.15,2.99,2.99,4.32,4.1,4.1,7.95,7.83,7.83,7.8,7.83,7.8,2.14,2.39,2.39,5,1,"Onder 17","2005-05"
"241",300,181.4,139.9,94.9,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"Onder 17","2005-05"
"242",301,178,135.8,90.8,58.1,NA,23,14,19,56,49,56,105,31,36,67,49,53,102,1.99,1.97,1.97,3.27,3.19,3.19,4.46,4.37,4.37,7.83,7.81,7.81,8.01,7.7,7.7,2.16,2.12,2.16,5,1,"Onder 17","2005-05"
"243",1687,181.4,133.7,93.8,75,NA,24,23,23,70,56,70,126,32,33,65,32,28,60,2,2.09,2,3.39,3.51,3.39,4.64,4.8,4.64,9.07,9.35,9.07,9.3,9.05,9.05,1.24,1.32,1.32,5,1,"Onder 17","2005-05"
"244",1817,170.9,128.7,86.6,61.1,NA,24,24,16,64,NA,NA,NA,30,36,66,35,38,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"Onder 17","2005-05"
"245",1818,176.3,130.4,88.3,54.7,NA,24,24,10,58,NA,NA,NA,28,32,60,40,43,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"Onder 17","2005-05"
"246",2282,186,140,97.4,79.2,NA,24,23,22,69,56,58,114,27,34,61,52,48,100,1.87,1.83,1.83,3.22,3.16,3.16,4.5,4.46,4.46,8.16,8.08,8.08,8,7.93,7.93,2.17,2.25,2.25,6,1,"Onder 18","2005-05"
"247",2283,181,137,94.4,76.4,NA,24,20,12,56,60,60,120,29,33,62,36,34,70,1.87,1.92,1.87,3.18,3.21,3.18,4.44,4.52,4.44,8.16,7.9,7.9,7.81,7.31,7.31,2.21,2.06,2.21,6,1,"Onder 18","2005-05"
"248",2284,188.5,139,96.4,73.5,NA,24,22,21,67,70,68,138,35,42,77,57,57,114,1.72,1.9,1.72,2.95,3.12,2.95,4.15,4.31,4.15,7.51,7.5,7.5,7.68,7.46,7.46,2.38,2.38,2.38,6,1,"Onder 18","2005-05"
"249",297,174.2,133.1,88.1,60.3,NA,13,14,6,33,46,58,104,26,34,60,38,46,84,2.12,2.06,2.06,3.56,3.39,3.39,5,4.66,4.66,8.07,8.17,8.07,8.14,7.85,7.85,1.99,2.08,2.08,5,1,"Onder 17","2005-06"
"250",298,168,135.4,90.4,57.2,NA,24,24,24,72,54,64,118,35,41,76,40,44,84,1.75,1.76,1.75,2.97,2.96,2.96,4.08,4.04,4.04,7.7,7.82,7.7,7.69,7.57,7.57,2.06,2.13,2.13,5,1,"Onder 17","2005-06"
"251",1684,182,133.7,93.8,66.4,NA,24,24,17,65,64,70,134,31,36,67,36,44,80,2.04,1.92,1.92,3.4,3.31,3.31,4.65,4.57,4.57,9.07,9.47,9.07,9.69,9.37,9.37,1.5,1.74,1.74,5,1,"Onder 17","2005-06"
"252",1685,179.6,136.4,96.5,65.6,NA,24,24,24,72,68,70,138,32,37,69,32,40,72,1.75,1.81,1.75,3.05,3.07,3.05,4.19,4.21,4.19,8.79,8.45,8.45,9.05,8.8,8.8,1.95,2.03,2.03,5,1,"Onder 17","2005-06"
"253",1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"Onder 17","2005-06"
"254",2281,192,146,103.4,91.8,NA,18,20,11,49,60,64,124,27,33,60,42,54,96,1.82,1.8,1.8,3.08,3.05,3.05,4.29,4.19,4.19,7.7,7.72,7.7,7.73,7.8,7.73,2.23,2.33,2.33,6,1,"Onder 18","2005-06"
"255",1683,179.8,131.9,92,76.7,NA,24,24,15,63,36,50,86,29,33,62,22,10,32,1.89,1.84,1.84,3.23,3.18,3.18,4.49,4.44,4.44,9.19,9.43,9.19,9.43,9.23,9.23,1.92,1.97,1.97,5,1,"Onder 17","2005-07"
"256",1816,177.2,133,90.9,65,NA,24,20,13,57,54,56,110,30,32,62,35,40,75,1.82,1.8,1.8,3.09,3.07,3.07,4.34,4.31,4.31,7.86,7.67,7.67,7.85,7.6,7.6,2.26,2.31,2.31,5,1,"Onder 17","2005-07"
"257",2279,195,144.5,101.9,82.2,NA,17,14,16,47,64,58,122,36,37,73,54,59,113,2.04,1.68,1.68,3.43,3.02,3.02,4.71,4.24,4.24,8.08,8,8,7.89,7.8,7.8,2.25,2.11,2.25,6,1,"Onder 18","2005-07"
"258",2280,179.5,134,91.4,69.5,NA,24,24,13,61,64,66,130,32,33,65,39,42,81,1.95,1.82,1.82,3.37,3.25,3.25,4.74,4.64,4.64,8.28,8.13,8.13,8.02,7.66,7.66,2.08,1.98,2.08,6,1,"Onder 18","2005-07"
"259",296,184.7,141.3,96.3,74.3,NA,24,16,9,49,44,46,90,27,24,51,28,34,62,1.93,1.97,1.93,3.23,3.24,3.23,4.44,4.39,4.39,8.32,8.06,8.06,8.16,8.24,8.16,2.18,2.07,2.18,5,1,"Onder 17","2005-08"
"260",1814,178.9,132.9,90.8,69.4,NA,16,19,6,41,45,50,95,32,34,66,29,34,63,1.71,2.02,1.71,2.91,3.19,2.91,4.01,4.29,4.01,7.66,7.56,7.56,8.03,7.84,7.84,2.4,2.52,2.52,5,1,"Onder 17","2005-08"
"261",1815,177.6,132.2,90.1,54.5,NA,23,24,15,62,52,52,104,28,32,60,28,32,60,1.98,1.95,1.95,3.22,3.19,3.19,4.48,4.47,4.47,8,7.85,7.85,8.13,8.27,8.13,2.06,2.08,2.08,5,1,"Onder 17","2005-08"
"262",1682,172.9,130.6,90.7,69.8,NA,24,18,22,64,56,58,114,30,32,62,26,28,54,2.09,2.05,2.05,3.48,3.43,3.43,4.75,4.78,4.75,9.33,9.54,9.33,9.41,9.46,9.41,1.83,1.68,1.83,5,1,"Onder 17","2005-09"
"263",1812,177.5,134.8,92.7,62.6,NA,19,24,12,55,58,56,114,28,34,62,27,36,63,1.74,1.76,1.74,2.98,3.01,2.98,4.2,4.24,4.2,8.18,8,8,8.04,8.14,8.04,2.19,2.36,2.36,5,1,"Onder 17","2005-09"
"264",1813,171.4,134,91.9,68,NA,24,23,16,63,56,57,113,30,30,60,35,31,66,1.89,1.85,1.85,3.15,3.07,3.07,4.39,4.27,4.27,8.01,7.92,7.92,7.92,7.71,7.71,2.15,2.33,2.33,5,1,"Onder 17","2005-09"
"265",1680,189.6,131.5,91.6,81.7,NA,17,13,2,32,64,70,134,25,27,52,22,28,50,2.06,2,2,3.39,3.33,3.33,4.61,4.51,4.51,8.95,9.17,8.95,9.38,9,9,1.92,1.9,1.92,5,1,"Onder 17","2005-10"
"266",1681,191,133.9,94,72.1,NA,24,24,24,72,66,62,128,30,30,60,32,36,68,2.02,2.04,2.02,3.36,3.41,3.36,4.59,4.67,4.59,9.29,8.98,8.98,9.63,9.34,9.34,1.82,1.99,1.99,5,1,"Onder 17","2005-10"
"267",1950,176.4,132.3,90.9,65.7,NA,24,10,20,54,55,48,103,26,30,56,34,25,59,1.68,1.67,1.67,2.93,2.88,2.88,4.11,4.06,4.06,7.93,7.98,7.93,8,8.26,8,2.35,2.43,2.43,6,1,"Onder 18","2005-10"
"268",295,180.2,138.1,93.1,72.2,NA,24,24,17,65,52,56,108,33,32,65,40,41,81,2.01,2.01,2.01,3.34,3.32,3.32,4.52,4.52,4.52,8.59,8.59,8.59,8.69,8.54,8.54,2.05,2.17,2.17,5,1,"Onder 17","2005-11"
"269",1679,177,131.9,92,64.5,NA,24,24,14,62,64,62,126,31,28,59,26,26,52,2.05,2.13,2.05,3.44,3.51,3.44,4.71,4.75,4.71,9.9,10.09,9.9,9.98,9.73,9.73,1.82,1.82,1.82,5,1,"Onder 17","2005-11"
"270",1811,171.2,134.3,92.2,59.6,NA,24,24,17,65,54,56,110,28,37,65,31,34,65,1.67,1.78,1.67,2.9,2.92,2.9,4.04,4.05,4.04,7.96,7.84,7.84,7.99,7.86,7.86,2.29,2.3,2.3,5,1,"Onder 17","2005-11"
"271",2276,165,125.5,82.9,51.8,NA,24,23,17,64,60,58,118,27,27,54,32,31,63,1.85,1.95,1.85,3.27,3.34,3.27,4.65,4.71,4.65,8.75,8.43,8.43,8.46,8.53,8.46,1.82,1.67,1.82,4,1,"Onder 16","2005-11"
"272",1810,167.2,128.1,86,64.5,NA,20,24,21,65,54,52,106,34,42,76,45,34,79,1.81,1.91,1.81,3.13,3.2,3.13,4.43,4.48,4.43,8.17,8.16,8.16,8.22,8.15,8.15,2.12,2.02,2.12,5,1,"Onder 17","2005-12"
"273",2275,160,124,81.4,46.4,NA,24,24,17,65,58,58,116,38,41,79,46,46,92,2.09,1.91,1.91,3.52,3.31,3.31,4.88,4.69,4.69,8.44,8.57,8.44,8.28,8.31,8.28,1.73,1.9,1.9,4,1,"Onder 16","2005-12"
"274",2277,172.5,131,88.4,65.6,NA,24,24,22,70,60,64,124,32,39,71,52,49,101,1.83,1.96,1.83,3.22,3.32,3.22,4.58,4.64,4.58,8.5,8.43,8.43,8.18,8.17,8.17,2.17,2.24,2.24,6,1,"Onder 18","2005-12"
"275",2278,183.5,138,95.4,77.2,NA,18,22,16,56,62,64,126,29,33,62,37,39,76,1.79,1.73,1.73,3.07,3.03,3.03,4.25,4.23,4.23,7.82,7.53,7.53,7.9,7.55,7.55,2.13,2.18,2.18,6,1,"Onder 18","2005-12"
"276",293,164.6,129.9,84.9,51.2,NA,24,18,5,47,51,56,107,25,30,55,19,28,47,1.95,1.97,1.95,3.32,3.35,3.32,4.63,4.67,4.63,8.37,8.44,8.37,8.6,8.44,8.44,1.8,1.74,1.8,4,1,"Onder 16","2006-01"
"277",1675,168.1,125,85.1,53.8,NA,24,19,18,61,53,54,107,23,31,54,26,30,56,1.85,1.96,1.85,3.17,3.28,3.17,4.41,4.55,4.41,8.19,8.01,8.01,8.21,8.27,8.21,2.15,2.01,2.15,4,1,"Onder 16","2006-01"
"278",1676,179,131.7,91.8,67.4,NA,18,22,16,56,64,68,132,37,34,71,38,32,70,1.95,1.74,1.74,3.24,3.05,3.05,4.43,4.25,4.25,8.71,9.04,8.71,8.77,8.94,8.77,2.23,2.23,2.23,5,1,"Onder 17","2006-01"
"279",1677,189,137,97.1,75.8,NA,18,19,20,57,60,64,124,28,30,58,24,38,62,1.78,1.75,1.75,3.03,2.98,2.98,4.19,4.13,4.13,8.45,8.49,8.45,8.78,8.42,8.42,2.23,2.2,2.23,5,1,"Onder 17","2006-01"
"280",1678,194,136.5,96.6,73.1,NA,24,17,14,55,58,56,114,34,37,71,40,46,86,1.96,1.84,1.84,3.31,3.21,3.21,4.54,4.42,4.42,9.34,8.95,8.95,8.69,8.65,8.65,2.12,2.12,2.12,5,1,"Onder 17","2006-01"
"281",1807,172,128,85.9,48.8,NA,24,14,10,48,62,60,122,30,34,64,34,35,69,1.94,1.81,1.81,3.36,3.18,3.18,4.7,4.45,4.45,8.07,8.08,8.07,8.35,8.14,8.14,2.14,2.23,2.23,4,1,"Onder 16","2006-01"
"282",1808,170.6,135.5,93.4,71.2,NA,22,21,10,53,58,58,116,25,36,61,23,30,53,1.89,1.91,1.89,3.15,3.18,3.15,4.32,4.36,4.32,7.77,7.82,7.77,7.91,7.94,7.91,1.95,1.93,1.95,4,1,"Onder 16","2006-01"
"283",1809,171.2,135.5,93.4,64.9,NA,21,18,13,52,64,64,128,NA,NA,NA,33,18,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-01"
"284",1948,177.5,135,93.6,66.3,NA,24,20,24,68,62,68,130,28,32,60,35,40,75,1.82,1.8,1.8,3.04,3.05,3.04,4.21,4.22,4.21,8.07,8.09,8.07,8.34,8.15,8.15,2.35,2.42,2.42,4,1,"Onder 16","2006-01"
"285",1949,173,127,85.6,54.3,NA,24,24,22,70,60,56,116,28,30,58,23,26,49,1.86,1.92,1.86,3.2,3.27,3.2,4.49,4.6,4.49,8.67,8.7,8.67,8.72,8.75,8.72,2.05,2.08,2.08,4,1,"Onder 16","2006-01"
"286",2272,175.5,131,88.4,64.4,NA,24,24,16,64,62,58,120,33,36,69,49,45,94,1.92,1.79,1.79,3.19,3.05,3.05,4.43,4.27,4.27,7.9,7.99,7.9,7.85,7.9,7.85,2.08,2.17,2.17,4,1,"Onder 16","2006-01"
"287",2273,177,130.5,87.9,62.8,NA,24,24,16,64,52,52,104,31,31,62,37,41,78,1.83,1.77,1.77,3.09,3.04,3.04,4.35,4.21,4.21,7.58,7.85,7.58,7.55,7.75,7.55,2.33,2.43,2.43,4,1,"Onder 16","2006-01"
"288",2274,172,131,88.4,68.2,NA,24,23,19,66,72,68,140,27,34,61,53,52,105,1.93,2.02,1.93,3.26,3.32,3.26,4.56,4.56,4.56,8.39,8.33,8.33,8.27,8.42,8.27,1.99,2.03,2.03,4,1,"Onder 16","2006-01"
"289",290,180,135.8,90.8,61,NA,22,15,10,47,55,32,87,34,34,68,33,38,71,2.03,1.91,1.91,3.42,3.28,3.28,4.82,4.73,4.73,9,8.98,8.98,9.25,8.96,8.96,2.02,2.12,2.12,4,1,"Onder 16","2006-02"
"290",291,180.6,142.2,97.2,78.5,NA,10,9,13,32,56,59,115,28,32,60,31,34,65,1.91,1.95,1.91,3.21,3.27,3.21,4.47,4.58,4.47,8.48,8.43,8.43,8.29,8.34,8.29,2.25,2.35,2.35,4,1,"Onder 16","2006-02"
"291",292,171.9,130.2,85.2,54.3,NA,24,24,11,59,50,51,101,29,32,61,35,44,79,1.97,1.92,1.92,3.44,3.36,3.36,4.87,4.76,4.76,8.88,8.65,8.65,8.47,8.61,8.47,1.76,1.86,1.86,4,1,"Onder 16","2006-02"
"292",294,165.4,130.9,85.9,61,NA,23,7,7,37,54,52,106,18,20,38,29,39,68,2.08,2.01,2.01,3.58,3.56,3.56,5.04,4.99,4.99,9.2,9.18,9.18,9.17,9.09,9.09,1.68,1.75,1.75,4,1,"Onder 16","2006-02"
"293",1673,178.8,135.2,95.3,67.5,NA,21,15,17,53,49,50,99,26,30,56,30,22,52,1.81,1.83,1.81,3.09,3.11,3.09,4.29,4.33,4.29,8.42,8.16,8.16,7.84,7.87,7.84,1.96,2.12,2.12,4,1,"Onder 16","2006-02"
"294",1674,178.6,131.9,92,72.3,NA,24,21,13,58,48,48,96,28,30,58,24,34,58,1.92,1.92,1.92,3.21,3.22,3.21,4.45,4.49,4.45,8.37,8.46,8.37,8.27,8.33,8.27,2.12,2.15,2.15,4,1,"Onder 16","2006-02"
"295",1802,166,130.4,88.3,62.4,NA,24,24,17,65,62,62,124,28,30,58,NA,NA,NA,1.97,1.96,1.96,3.29,3.22,3.22,4.57,4.49,4.49,7.99,8.04,7.99,8.04,7.99,7.99,NA,2.16,2.16,4,1,"Onder 16","2006-02"
"296",1803,173.6,133,90.9,67.2,NA,24,24,11,59,59,58,117,36,36,72,30,34,64,1.9,1.93,1.9,3.33,3.26,3.26,4.6,4.51,4.51,8.74,8.58,8.58,8.86,8.56,8.56,1.98,2.02,2.02,4,1,"Onder 16","2006-02"
"297",1804,178,135.2,93.1,60.9,NA,24,24,15,63,62,63,125,24,30,54,42,44,86,1.9,1.84,1.84,3.22,3.18,3.18,4.45,4.43,4.43,8.22,8.16,8.16,8.5,8.39,8.39,1.99,2.12,2.12,4,1,"Onder 16","2006-02"
